"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"56705XXXXX","HBB","Alcidae","136987","exact","Alcidae","136987","Animalia","Chordata","Aves","Charadriiformes","Alcidae","","","",,"Alcidae","",,"incidental by-catch","birds"
"30742009XX","DVX","Adelomelon spp","382310","exact","Adelomelon","382310","Animalia","Mollusca","Gastropoda","Neogastropoda","Volutidae","Adelomelon","","",,"Adelomelon","","52","molluscs",
"30708010XX","DMX","Austrofusus spp","490630","exact","Austrofusus","490630","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Austrofusus","","",,"Austrofusus","","52","molluscs",
"30752002XX","DAX","Crepipatella spp","234136","exact","Crepipatella","234136","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepipatella","","",,"Crepipatella","","52","molluscs",
"31612050XX","QZX","Darina spp","492536","exact","Darina","492536","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Darina","","",,"Darina","","56","molluscs",
"30731005XX","FEX","Fusitriton spp","390535","exact","Fusitriton","390535","Animalia","Mollusca","Gastropoda","Littorinimorpha","Ranellidae","Fusitriton","","",,"Fusitriton","","52","molluscs",
"31611099XX","FDX","Leukoma spp","492481","exact","Leukoma","492481","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Leukoma","","",,"Leukoma","","56","molluscs",
"31630008XX","EWX","Lucina spp","147468","exact","Lucina","147468","Animalia","Mollusca","Bivalvia","Lucinoida","Lucinidae","Lucina","","",,"Lucina","","56","molluscs",
"30742008XX","WTX","Odontocymbiola spp","382323","exact","Odontocymbiola","382323","Animalia","Mollusca","Gastropoda","Neogastropoda","Volutidae","Odontocymbiola","","",,"Odontocymbiola","","52","molluscs",
"30708009XX","WUX","Pareuthria spp","196933","exact","Pareuthria","196933","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Pareuthria","","",,"Pareuthria","","52","molluscs",
"30731004XX","YYX","Priene spp","463498","exact","Priene","463498","Animalia","Mollusca","Gastropoda","Littorinimorpha","Ranellidae","Priene","","",,"Priene","","52","molluscs",
"30716003XX","JYX","Scurria spp","456553","exact","Scurria","456553","Animalia","Mollusca","Gastropoda","","Lottiidae","Scurria","","",,"Scurria","","52","molluscs",
"30752001XX","UDX","Trochita spp","224253","exact","Trochita","224253","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Trochita","","",,"Trochita","","52","molluscs",
"31612004XX","RIX","Rangia spp","156990","exact","Rangia","156990","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Rangia","","",,"Rangia","","56","molluscs",
"31636003XX","FJX","Pholas spp","138343","exact","Pholas","138343","Animalia","Mollusca","Bivalvia","Myoida","Pholadidae","Pholas","","",,"Pholas","","56","molluscs",
"30702013XX","NCX","Chicoreus spp","205487","exact","Chicoreus","205487","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Chicoreus","","",,"Chicoreus","","52","molluscs",
"31638006XX","FWX","Asaphis spp","204788","exact","Asaphis","204788","Animalia","Mollusca","Bivalvia","Veneroida","Psammobiidae","Asaphis","","",,"Asaphis","","56","molluscs",
"31611027XX","VEX","Venus spp","138648","exact","Venus","138648","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Venus","","",,"Venus","","56","molluscs",
"30708008XX","FPX","Trophon spp","138208","exact","Trophon","138208","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Trophon","","",,"Trophon","","52","molluscs",
"31623010XX","YWX","Trachycardium spp","203976","exact","Trachycardium","203976","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Trachycardium","","",,"Trachycardium","","56","molluscs",
"30702004XX","IBX","Thais spp","138207","exact","Thais","138207","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Thais","","",,"Thais","","52","molluscs",
"30704001XX","GFX","Tegula spp","413467","exact","Tegula","413467","Animalia","Mollusca","Gastropoda","","Tegulidae","Tegula","","",,"Tegula","","52","molluscs",
"31640002XX","GHX","Tagelus spp","156997","exact","Tagelus","156997","Animalia","Mollusca","Bivalvia","Veneroida","Solecurtidae","Tagelus","","",,"Tagelus","","56","molluscs",
"31641001XX","DZX","Spondylus spp","138518","exact","Spondylus","138518","Animalia","Mollusca","Bivalvia","Pectinoida","Spondylidae","Spondylus","","",,"Spondylus","Thorny oysters nei","53","molluscs",
"31640004XX","UUX","Solecurtus spp","138513","exact","Solecurtus","138513","Animalia","Mollusca","Bivalvia","Veneroida","Solecurtidae","Solecurtus","","",,"Solecurtus","","56","molluscs",
"30717009XX","UIX","Sinum spp","138244","exact","Sinum","138244","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Sinum","","",,"Sinum","","52","molluscs",
"31616007XX","IQX","Siliqua spp","159997","exact","Siliqua","159997","Animalia","Mollusca","Bivalvia","[unassigned] Euheterodonta","Pharidae","Siliqua","","",,"Siliqua","","56","molluscs",
"31604005XX","FTX","Scapharca spp","204489","exact","Scapharca","204489","Animalia","Mollusca","Bivalvia","Arcoida","Arcidae","Scapharca","","",,"Scapharca","","56","molluscs",
"31611037XX","XDX","Saxidomus spp","367777","exact","Saxidomus","367777","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Saxidomus","","",,"Saxidomus","Butter clams nei","56","molluscs",
"31638005XX","UJX","Sanguinolaria spp","206767","exact","Sanguinolaria","206767","Animalia","Mollusca","Bivalvia","Veneroida","Psammobiidae","Sanguinolaria","","",,"Sanguinolaria","","56","molluscs",
"31607003XX","OZX","Saccostrea spp","138300","exact","Saccostrea","138300","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Saccostrea","","",,"Saccostrea","","53","molluscs",
"30709002XX","UGX","Pugilina spp","224383","exact","Pugilina","224383","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Pugilina","","",,"Pugilina","","52","molluscs",
"31606023XX","TXX","Pteria spp","138397","exact","Pteria","138397","Animalia","Mollusca","Bivalvia","Pterioida","Pteriidae","Pteria","","",,"Pteria","Wing oysters nei","81","other",
"31621002XX","YGX","Polymesoda spp","415847","exact","Polymesoda","415847","Animalia","Mollusca","Bivalvia","Veneroida","Cyrenidae","Polymesoda","","",,"Polymesoda","","51","molluscs",
"31620003XX","NXX","Pododesmus spp","137653","exact","Pododesmus","137653","Animalia","Mollusca","Bivalvia","Pectinoida","Anomiidae","Pododesmus","","",,"Pododesmus","","53","molluscs",
"30714002XX","UVX","Pleuroploca spp","204742","exact","Pleuroploca","204742","Animalia","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Pleuroploca","","",,"Pleuroploca","Horse conches nei","52","molluscs",
"31611021XX","IUX","Pitar spp","138644","exact","Pitar","138644","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Pitar","","",,"Pitar","","56","molluscs",
"31637002XX","IDX","Pinna spp","138352","exact","Pinna","138352","Animalia","Mollusca","Bivalvia","Pterioida","Pinnidae","Pinna","","",,"Pinna","","55","molluscs",
"30711001XX","FAX","Phalium spp","137749","exact","Phalium","137749","Animalia","Mollusca","Gastropoda","Littorinimorpha","Cassidae","Phalium","","",,"Phalium","","52","molluscs",
"31647002XX","PIX","Petricola spp","138332","exact","Petricola","138332","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Petricola","","",,"Petricola","","56","molluscs",
"31624002XX","AKX","Paphies spp","206582","exact","Paphies","206582","Animalia","Mollusca","Bivalvia","Veneroida","Mesodesmatidae","Paphies","","",,"Paphies","","56","molluscs",
"31618089XX","GEX","Panopea spp","225484","exact","Panopea","225484","Animalia","Mollusca","Bivalvia","[unassigned] Euheterodonta","Hiatellidae","Panopea","","",,"Panopea","","56","molluscs",
"30718001XX","OXX","Oliva spp","205393","exact","Oliva","205393","Animalia","Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","","",,"Oliva","","52","molluscs",
"31604004XX","NKX","Noetia spp","156907","exact","Noetia","156907","Animalia","Mollusca","Bivalvia","Arcoida","Noetiidae","Noetia","","",,"Noetia","","56","molluscs",
"30735001XX","NIX","Nerita spp","138254","exact","Nerita","138254","Animalia","Mollusca","Gastropoda","Cycloneritimorpha","Neritidae","Nerita","","",,"Nerita","","52","molluscs",
"30717001XX","NDX","Natica spp","138240","exact","Natica","138240","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Natica","","",,"Natica","","52","molluscs",
"30733002XX","NBX","Nassarius spp","138235","exact","Nassarius","138235","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius","","",,"Nassarius","","52","molluscs",
"31624039XX","EBX","Mesodesma spp","156804","exact","Mesodesma","156804","Animalia","Mollusca","Bivalvia","Veneroida","Mesodesmatidae","Mesodesma","","",,"Mesodesma","","56","molluscs",
"31611075XX","EAX","Mercenaria spp","138642","exact","Mercenaria","138642","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Mercenaria","","",,"Mercenaria","","56","molluscs",
"30709001XX","NFX","Melongena spp","205587","exact","Melongena","205587","Animalia","Mollusca","Gastropoda","Neogastropoda","Melongenidae","Melongena","","",,"Melongena","","52","molluscs",
"30723001XX","MZX","Malea spp","204597","exact","Malea","204597","Animalia","Mollusca","Gastropoda","Littorinimorpha","Tonnidae","Malea","","",,"Malea","","52","molluscs",
"31612007XX","WMX","Mactrellona spp","492523","exact","Mactrellona","492523","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Mactrellona","","",,"Mactrellona","","56","molluscs",
"31611015XX","KAX","Macrocallista spp","205150","exact","Macrocallista","205150","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Macrocallista","","",,"Macrocallista","","56","molluscs",
"31642001XX","OVX","Macoma spp","138531","exact","Macoma","138531","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Macoma","","",,"Macoma","","56","molluscs",
"31612003XX","UQX","Lutraria spp","138157","exact","Lutraria","138157","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Lutraria","","",,"Lutraria","","56","molluscs",
"30716001XX","KJX","Lottia spp","160336","exact","Lottia","160336","Animalia","Mollusca","Gastropoda","","Lottiidae","Lottia","","",,"Lottia","","52","molluscs",
"31610006XX","NJX","Lithophaga spp","138220","exact","Lithophaga","138220","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Lithophaga","","",,"Lithophaga","Date mussels nei","54","molluscs",
"31627001XX","ERX","Laternula spp","138106","exact","Laternula","138106","Animalia","Mollusca","Bivalvia","Anomalodesmata","Laternulidae","Laternula","","",,"Laternula","","56","molluscs",
"30706001XX","BPX","Lambis spp","205790","exact","Lambis","205790","Animalia","Mollusca","Gastropoda","Littorinimorpha","Strombidae","Lambis","","",,"Lambis","","52","molluscs",
"31623008XX","KZX","Laevicardium spp","137738","exact","Laevicardium","137738","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Laevicardium","","",,"Laevicardium","Egg cockles nei","56","molluscs",
"31625001XX","IMX","Isognomon spp","138091","exact","Isognomon","138091","Animalia","Mollusca","Bivalvia","Pterioida","Pteriidae","Isognomon","","",,"Isognomon","","53","molluscs",
"31614001XX","YRX","Hyotissa spp","204006","exact","Hyotissa","204006","Animalia","Mollusca","Bivalvia","Ostreoida","Gryphaeidae","Hyotissa","","",,"Hyotissa","","53","molluscs",
"30702001XX","HZX","Hexaplex spp","138194","exact","Hexaplex","138194","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Hexaplex","","",,"Hexaplex","","52","molluscs",
"31638001XX","GIX","Gari spp","138388","exact","Gari","138388","Animalia","Mollusca","Bivalvia","Veneroida","Psammobiidae","Gari","","",,"Gari","Sunset clams nei","56","molluscs",
"31615001XX","GKX","Galatea spp","492282","exact","Galatea","492282","Animalia","Mollusca","Bivalvia","Veneroida","Donacidae","Galatea","","",,"Galatea","","56","molluscs",
"31623006XX","FVX","Fulvia spp","137737","exact","Fulvia","137737","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Fulvia","","",,"Fulvia","","56","molluscs",
"30715002XX","FSX","Fissurella spp","138013","exact","Fissurella","138013","Animalia","Mollusca","Gastropoda","","Fissurellidae","Fissurella","","",,"Fissurella","","52","molluscs",
"30714003XX","FKX","Fasciolaria spp","138001","exact","Fasciolaria","138001","Animalia","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Fasciolaria","","",,"Fasciolaria","","52","molluscs",
"31611010XX","EZX","Eurhomalea spp","492474","exact","Eurhomalea","492474","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Eurhomalea","","",,"Eurhomalea","","56","molluscs",
"30715004XX","DFX","Diodora spp","138011","exact","Diodora","138011","Animalia","Mollusca","Gastropoda","","Fissurellidae","Diodora","","",,"Diodora","","52","molluscs",
"30713002XX","KXX","Crucibulum spp","160231","exact","Crucibulum","160231","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crucibulum","","",,"Crucibulum","","52","molluscs",
"30713001XX","KWX","Crepidula spp","137722","exact","Crepidula","137722","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","","",,"Crepidula","","52","molluscs",
"31630002XX","KLX","Codakia spp","146849","exact","Codakia","146849","Animalia","Mollusca","Bivalvia","Lucinoida","Lucinidae","Codakia","","",,"Codakia","","56","molluscs",
"31611008XX","KEX","Circomphalus spp","152411","exact","Circomphalus","152411","Animalia","Mollusca","Bivalvia","Veneroida","Veneridae","Circomphalus","","",,"Circomphalus","","56","molluscs",
"30731002XX","KVX","Charonia spp","138425","exact","Charonia","138425","Animalia","Mollusca","Gastropoda","Littorinimorpha","Ranellidae","Charonia","","",,"Charonia","","52","molluscs",
"30711003XX","KSX","Cassis spp","206265","exact","Cassis","206265","Animalia","Mollusca","Gastropoda","Littorinimorpha","Cassidae","Cassis","","",,"Cassis","","52","molluscs",
"31623003XX","KFX","Cardium spp","137734","exact","Cardium","137734","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Cardium","","",,"Cardium","","56","molluscs",
"31633004XX","KBX","Cardiocardita spp","225629","exact","Cardiocardita","225629","Animalia","Mollusca","Bivalvia","Carditoida","Carditidae","Cardiocardita","","",,"Cardiocardita","","56","molluscs",
"30733004XX","UNX","Bullia spp","181058","exact","Bullia","181058","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Bullia","","",,"Bullia","","52","molluscs",
"30708001XX","BEX","Buccinum spp","137701","exact","Buccinum","137701","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","","",,"Buccinum","","52","molluscs",
"31604002XX","BJX","Barbatia spp","137672","exact","Barbatia","137672","Animalia","Mollusca","Bivalvia","Arcoida","Arcidae","Barbatia","","",,"Barbatia","","56","molluscs",
"30708006XX","YJX","Babylonia spp","456368","exact","Babylonia","456368","Animalia","Mollusca","Gastropoda","Neogastropoda","Babyloniidae","Babylonia","","",,"Babylonia","","52","molluscs",
"31642003XX","YKX","Apolymetis spp","225478","exact","Apolymetis","225478","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae","Apolymetis","","",,"Apolymetis","","56","molluscs",
"31620002XX","NLX","Anomia spp","137650","exact","Anomia","137650","Animalia","Mollusca","Bivalvia","Pectinoida","Anomiidae","Anomia","","",,"Anomia","","53","molluscs",
"19002008XX","TFX","Tetraodon spp","154803","exact","Tetraodon","154803","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Tetraodon","","",,"Tetraodon","","33","demersal",
"14306007XX","MDZ","Muraena spp","125637","exact","Muraena","125637","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Muraena","","",,"Muraena","","33","demersal",
"14804029XX","GCQ","Ciliata spp","125741","exact","Ciliata","125741","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Ciliata","","",,"Ciliata","","32","demersal",
"17715006XX","NUW","Blennius spp","125915","exact","Blennius","125915","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Blennius","","",,"Blennius","","33","demersal",
"19010002XX","BIX","Balistes spp","126228","exact","Balistes","126228","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","","",,"Balistes","","33","demersal",
"18301001XX","RGX","Arnoglossus spp","126109","exact","Arnoglossus","126109","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","","",,"Arnoglossus","Scaldfishes nei","31","flatfish",
