"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"1510601801","BXY","Bryx analicarens","217982","exact","Bryx analicarens","217982","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Bryx","","analicarens",,"Bryx analicarens","Pink pipefish","33","demersal",
"1700223601","NHN","Selenanthias analis","282746","exact","Selenanthias analis","282746","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Selenanthias","","analis",,"Selenanthias analis","Pearl-spotted fairy basslet","33","demersal",
"1310300601","OUA","Scopelarchus analis","126367","exact","Scopelarchus analis","126367","Animalia","Chordata","Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus","","analis",,"Scopelarchus analis","","34","demersal",
"1580204001","ONS","Neobythites analis","217811","exact","Neobythites analis","217811","Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Neobythites","","analis",,"Neobythites analis","Black-edged cusk-eel","34","demersal",
"1630202201","MMN","Membras analis","275926","exact","Membras analis","275926","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Membras","","analis",,"Membras analis","Backwaters silverside","37","small pelagic",
"1703202717","LJN","Lutjanus analis","159792","exact","Lutjanus analis","159792","Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","","analis",,"Lutjanus analis","Mutton snapper","33","demersal",
"1703701604","WEP","Cynoscion analis","276076","exact","Cynoscion analis","276076","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","","analis",,"Cynoscion analis","Peruvian weakfish","33","demersal",
"1706202306","HSS","Chromis analis","212814","exact","Chromis analis","212814","Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","","analis",,"Chromis analis","Yellow chromis","33","demersal",
"1080100501","ASY","Asymbolus analis","279779","exact","Asymbolus analis","279779","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus","","analis",,"Asymbolus analis","Australian spotted catshark","38","elasmobranchs",
"1950200302","AAE","Antennarius analis","272535","exact","Antennarius analis","712499","Animalia","Chordata","Actinopterygii","Lophiiformes","Antennariidae","Antennarius","","analis",,"Antennarius analis","Tailjet frogfish","33","demersal",
"2300300102","EIA","Emerita analoga","467695","exact","Emerita analoga","467695","Animalia","Arthropoda","Malacostraca","Decapoda","Hippidae","Emerita","","analoga",,"Emerita analoga","Coldwater mole crab","44","crustaceans",
"1704703503","KIN","Kyphosus analogus","273519","exact","Kyphosus analogus","273519","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Kyphosus","","analogus",,"Kyphosus analogus","Blue-bronze sea chub","33","demersal",
"1700204222","GPS","Epinephelus analogus","273835","exact","Epinephelus analogus","273835","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus","","analogus",,"Epinephelus analogus","Spotted grouper","33","demersal",
"1400208702","YPN","Cyprinella analostana","1021263","exact","Cyprinella analostana","1021263","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"",,,"","Satinfin shiner","11","other",
"2302012305","KDD","Paralomis anamerae","394056","exact","Paralomis anamerae","394056","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Paralomis","","anamerae",,"Paralomis anamerae","","44","crustaceans",
"6941400201","TFQ","Thelenota ananas","210916","exact","Thelenota ananas","210916","Animalia","Echinodermata","Holothuroidea","Aspidochirotida","Stichopodidae","Thelenota","","ananas",,"Thelenota ananas","Prickly redfish","76","other",
"1610501501","TSA","Sorosichthys ananassa","282833","exact","Sorosichthys ananassa","282833","Animalia","Chordata","Actinopterygii","Beryciformes","Trachichthyidae","Sorosichthys","","ananassa",,"Sorosichthys ananassa","Little pineapple fish","34","demersal",
"2130200701","ESF","Lepas anatifera","106149","exact","Lepas (Lepas) anatifera","733346","Animalia","Arthropoda","Thecostraca","Scalpellomorpha","Lepadidae","Lepas","Lepas (Lepas)","anatifera",,"Lepas (Lepas) anatifera","Goose barnacle","47","crustaceans",
"1430600903","AWM","Enchelycore anatina","126298","exact","Enchelycore anatina","126298","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Enchelycore","","anatina",,"Enchelycore anatina","Fangtooth moray","33","demersal",
"1400231901","SNT","Sinocyclocheilus anatirostris","1010499","exact","Sinocyclocheilus anatirostris","1010499","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Sinocyclocheilus","","anatirostris",,"","","11","other",
"1480600503","CQN","Coelorinchus anatirostris","280247","exact","Coelorinchus anatirostris","280247","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Coelorinchus","","anatirostris",,"Coelorinchus anatirostris","Duckbill grenadier","32","demersal",
"1720800201","BMQ","Bembrops anatirostris","159842","exact","Bembrops anatirostris","159842","Animalia","Chordata","Actinopterygii","Perciformes","Percophidae","Bembrops","","anatirostris",,"Bembrops anatirostris","Duckbill flathead","33","demersal",
"6941400202","HLX","Thelenota anax","210915","exact","Thelenota anax","210915","Animalia","Echinodermata","Holothuroidea","Aspidochirotida","Stichopodidae","Thelenota","","anax",,"Thelenota anax","Amber fish","76","other",
"2280101625","MAQ","Metapenaeus anchistus","377532","exact","Metapenaeus anchistus","377532","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeus","","anchistus",,"Metapenaeus anchistus","Spiny greasyback shrimp","45","crustaceans",
"1210600206","ANA","Engraulis anchoita","272284","exact","Engraulis anchoita","272284","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","","anchoita",,"Engraulis anchoita","Argentine anchovy","35","small pelagic",
"2280104301","TYK","Trachypenaeus anchoralis","377682","exact","Trachypenaeus anchoralis","377682","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Trachypenaeus","","anchoralis",,"Trachypenaeus anchoralis","Hardback shrimp","45","crustaceans",
"3074200901","DVW","Adelomelon ancilla","606556","exact","Adelomelon ancilla","606556","Animalia","Mollusca","Gastropoda","Neogastropoda","Volutidae","Adelomelon","","ancilla",,"Adelomelon ancilla","","52","molluscs",
"1771504301","TSL","Petroscirtes ancylodon","219330","exact","Petroscirtes ancylodon","219330","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Petroscirtes","","ancylodon",,"Petroscirtes ancylodon","Arabian fangblenny","33","demersal",
"1703709601","WKK","Macrodon ancylodon","281477","exact","Macrodon ancylodon","281477","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Macrodon","","ancylodon",,"Macrodon ancylodon","King weakfish","33","demersal",
"1100101401","RRY","Rhina ancylostoma","217377","exact","Rhina ancylostoma","217377","Animalia","Chordata","Elasmobranchii","Rajiformes","Rhinobatidae","Rhina","","ancylostoma",,"Rhina ancylostoma","Bowmouth guitarfish","38","elasmobranchs",
"2280106202","MMD","Metapenaeopsis andamanensis","377476","exact","Metapenaeopsis andamanensis","377476","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeopsis","","andamanensis",,"Metapenaeopsis andamanensis","Rice velvet shrimp","45","crustaceans",
"3211302001","BLK","Abralia andamanica","341825","exact","Abralia andamanica","341825","Animalia","Mollusca","Cephalopoda","Oegopsida","Enoploteuthidae","Abralia","","andamanica",,"Abralia andamanica","","57","molluscs",
"2294200503","NEA","Metanephrops andamanicus","220230","exact","Metanephrops andamanicus","220230","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Metanephrops","","andamanicus",,"Metanephrops andamanicus","Andaman lobster","43","crustaceans",
"3030600101","KKD","Acanthochitona andersoni","386464","exact","Acanthochitona andersoni","386464","Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Acanthochitona","","andersoni",,"Acanthochitona andersoni","Smooth glass-hair chiton","58","molluscs",
"1700204239","EFN","Epinephelus andersoni","218254","exact","Epinephelus andersoni","218254","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus","","andersoni",,"Epinephelus andersoni","Catface grouper","33","demersal",
"1412800501","RYN","Corymbophanes andersoni","1017909","exact","Corymbophanes andersoni","1017909","Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae",,"","andersoni",,"","","13","other",
"1510604301","MID","Micrognathus andersonii","218018","exact","Micrognathus andersonii","218018","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Micrognathus","","andersonii",,"Micrognathus andersonii","Shortnose pipefish","33","demersal",
"1320801201","KRA","Krefftichthys anderssoni","234641","exact","Krefftichthys anderssoni","234641","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Krefftichthys","","anderssoni",,"Krefftichthys anderssoni","","34","demersal",
"1210605008","EAD","Stolephorus andhraensis","275316","exact","Stolephorus andhraensis","275316","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Stolephorus","","andhraensis",,"Stolephorus andhraensis","Andhra anchovy","35","small pelagic",
"1320800201","CBN","Centrobranchus andreae","272653","exact","Centrobranchus andreae","272653","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Centrobranchus","","andreae",,"Centrobranchus andreae","","34","demersal",
"3210200206","EJN","Sepia andreana","342109","exact","Sepia andreana","342109","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia","","andreana",,"Sepia andreana","Andrea cuttlefish","57","molluscs",
"1480100105","QMZ","Muraenolepis andriashevi","279337","exact","Muraenolepis andriashevi","279337","Animalia","Chordata","Actinopterygii","Gadiformes","Muraenolepididae","Muraenolepis","","andriashevi",,"Muraenolepis andriashevi","","32","demersal",
"1782301311","PZD","Paraliparis andriashevi","234755","exact","Paraliparis andriashevi","234755","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Paraliparis","","andriashevi",,"Paraliparis andriashevi","","34","demersal",
"1831000301","UMA","Pseudomancopsetta andriashevi","234798","exact","Pseudomancopsetta andriashevi","234798","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Achiropsettidae","Pseudomancopsetta","","andriashevi",,"Pseudomancopsetta andriashevi","","31","flatfish",
"1320803601","PYV","Protomyctophum andriashevi","234737","exact","Protomyctophum andriashevi","234737","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum","","andriashevi",,"Protomyctophum andriashevi","","34","demersal",
"1480602701","IDA","Idiolophorhynchus andriashevi","281156","exact","Idiolophorhynchus andriashevi","281156","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Idiolophorhynchus","","andriashevi",,"Idiolophorhynchus andriashevi","Pineapple rattail","32","demersal",
"1600300601","GYD","Gyrinomimus andriashevi","234811","exact","Gyrinomimus andriashevi","234811","Animalia","Chordata","Actinopterygii","Cetomimiformes","Cetomimidae","Gyrinomimus","","andriashevi",,"Gyrinomimus andriashevi","","34","demersal",
"1100400208","BYV","Bathyraja andriashevi","271507","exact","Bathyraja andriashevi","271507","Animalia","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","","andriashevi",,"Bathyraja andriashevi","","38","elasmobranchs",
"1400227301","PYI","Phreatichthys andruzzii","1016403","exact","Phreatichthys andruzzii","1016403","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"",,,"","Somalian cavefish","11","other",
"1413300901","EYI","Ernstichthys anduzei","1011640","exact","Ernstichthys anduzei","1011640","Animalia","Chordata","Actinopterygii","Siluriformes","Aspredinidae",,"",,,"","","13","other",
"1703756105","NHK","Pennahia anea","282195","exact","Pennahia anea","282195","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Pennahia","","anea",,"Pennahia anea","Donkey croaker","33","demersal",
"6050700201","QWI","Smittina anecdota","174366","exact","Smittina anecdota","174366","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Smittinidae","Smittina","","anecdota",,"Smittina anecdota","","77","other",
"3160700201","OGQ","Ostrea angasi","397159","exact","Ostrea angasi","397159","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","","angasi",,"Ostrea angasi","Australian mud oyster","53","molluscs",
"3160700501","YKG","Myrakeena angelica","506717","exact","Myrakeena angelica","506717","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Myrakeena","","angelica",,"Myrakeena angelica","Angel oyster","53","molluscs",
"1772300301","CZA","Coralliozetus angelica","314200","exact","Coralliozetus angelica","280393","Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Coralliozetus","","angelica",,"Coralliozetus angelica","Angel blenny","33","demersal",
"1413200802","YDN","Synodontis angelicus","1013961","exact","Synodontis angelicus","1013961","Animalia","Chordata","Actinopterygii","Siluriformes","Mochokidae","Synodontis","",,,"","Angel squeaker","13","other",
"1703926404","ENG","Chrysoblephus anglicus","218595","exact","Chrysoblephus anglicus","218595","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Chrysoblephus","","anglicus",,"Chrysoblephus anglicus","Englishman seabream","33","demersal",
"2311300401","ERQ","Sesarma angolense","241206","exact","Sesarma (Chiromantes) angolense","241206","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Chiromantes","angolense",,"Sesarma (Chiromantes) angolense","Angola marsh crab","41","crustaceans",
"3210505804","SQG","Todarodes angolensis","225569","exact","Todarodes angolensis","225569","Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","","angolensis",,"Todarodes angolensis","Angolan flying squid","57","molluscs",
"1732124301","TGN","Thorogobius angolensis","273476","exact","Thorogobius angolensis","273476","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Thorogobius","","angolensis",,"Thorogobius angolensis","","33","demersal",
"1780100913","SSW","Scorpaena angolensis","274698","exact","Scorpaena angolensis","274698","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","","angolensis",,"Scorpaena angolensis","Angola rockfish","34","demersal",
"1705905113","OEG","Oreochromis angolensis","279195","exact","Oreochromis angolensis","279195","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","","angolensis",,"Oreochromis angolensis","","12","other",
"1703702901","MIV","Miracorvina angolensis","281578","exact","Miracorvina angolensis","281578","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Miracorvina","","angolensis",,"Miracorvina angolensis","Angola croaker","33","demersal",
"1703906010","DEA","Dentex angolensis","273958","exact","Dentex angolensis","273958","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex","","angolensis",,"Dentex angolensis","Angolan dentex","33","demersal",
"1400202401","LBG","Labeo angra","1026463","exact","Labeo angra","1026463","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Labeo","",,,"","","11","other",
"1412500801","GXU","Glanapteryx anguilla","1016129","exact","Glanapteryx anguilla","1016129","Animalia","Chordata","Actinopterygii","Siluriformes",,,"","anguilla",,"","","13","other",
"1430200201","ELE","Anguilla anguilla","126281","exact","Anguilla anguilla","126281","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","","anguilla",,"Anguilla anguilla","European eel","22","diadromous",
"1431800101","SDA","Dysomma anguillare","221386","exact","Dysomma anguillare","221386","Animalia","Chordata","Actinopterygii","Anguilliformes","Synaphobranchidae","Dysomma","","anguillare",,"Dysomma anguillare","Shortbelly eel","34","demersal",
"1732123801","TAG","Taenioides anguillaris","277220","exact","Taenioides anguillaris","277220","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Taenioides","","anguillaris",,"Taenioides anguillaris","Eel worm goby","13","other",
"1411803007","CLN","Clarias anguillaris","581700","exact","Clarias anguillaris","581700","Animalia","Chordata","Actinopterygii","Siluriformes","Clariidae","Clarias","","anguillaris",,"Clarias anguillaris","Mudfish","13","other",
"1771400201","BFG","Blennophis anguillaris","219189","exact","Blennophis anguillaris","219189","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Blennophis","","anguillaris",,"Blennophis anguillaris","Snaky klipfish","33","demersal",
"1400504701","KUR","Misgurnus anguillicaudatus","991279","exact","Misgurnus anguillicaudatus","991279","Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Misgurnus","",,,"","Pond loach","11","other",
"1050100101","HXC","Chlamydoselachus anguineus","105831","exact","Chlamydoselachus anguineus","105831","Animalia","Chordata","Elasmobranchii","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","","anguineus",,"Chlamydoselachus anguineus","Frilled shark","38","elasmobranchs",
"1771100101","FON","Pholidichthys anguis","282241","exact","Pholidichthys anguis","282241","Animalia","Chordata","Actinopterygii","Perciformes","Pholidichthyidae","Pholidichthys","","anguis",,"Pholidichthys anguis","","33","demersal",
"6193100102","FLV","Flabellum angulare","135195","exact","Flabellum (Ulocyathus) angulare","135195","Animalia","Cnidaria","Anthozoa","Scleractinia","Flabellidae","Flabellum","Ulocyathus","angulare",,"Flabellum (Ulocyathus) angulare","","82","other",
"3070200106","HXR","Hexaplex angularis","225350","exact","Hexaplex angularis","225350","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Hexaplex","","angularis",,"Hexaplex angularis","Angular murex","52","molluscs",
"3162301010","YKA","Trachycardium angulatum","759592","exact","Trachycardium angulatum","381317","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Trachycardium","","angulatum",,"Trachycardium angulatum","Angulate cockle","56","molluscs",
"2290119702","URL","Puerulus angulatus","241308","exact","Puerulus angulatus","241308","Animalia","Arthropoda","Malacostraca","Decapoda","Palinuridae","Puerulus","","angulatus",,"Puerulus angulatus","Banded whip lobster","43","crustaceans",
"1380112301","TPU","Triportheus angulatus","1020537","exact","Triportheus angulatus","1020537","Animalia","Chordata","Actinopterygii","Characiformes",,,"","angulatus",,"","","13","other",
"1706302901","RKG","Paracheilinus angulatus","278279","exact","Paracheilinus angulatus","278279","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Paracheilinus","","angulatus",,"Paracheilinus angulatus","Angular flasher","33","demersal",
"1480600409","CKN","Coryphaenoides anguliceps","272316","exact","Coryphaenoides anguliceps","272316","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Coryphaenoides","","anguliceps",,"Coryphaenoides anguliceps","Loosescale grenadier","32","demersal",
"6050500201","IPG","Isoseculiflustra angusta","173757","exact","Isoseculiflustra angusta","471921","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Flustridae","Isoseculiflustra","","angusta",,"Isoseculiflustra angusta","","77","other",
"1709240002","NHG","Paranotothenia angustata","313403","exact","Paranotothenia angustata","279349","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","","angustata",,"Paranotothenia angustata","Maori chief","33","demersal",
"1705950001","RKA","Serranochromis angusticeps","1018233","exact","Serranochromis angusticeps","1018233","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"","angusticeps",,"","Thinface cichlid","12","other",
"1721400101","RAK","Crapatalus angusticeps","280411","exact","Crapatalus angusticeps","280411","Animalia","Chordata","Actinopterygii","Perciformes","Leptoscopidae","Crapatalus","","angusticeps",,"Crapatalus angusticeps","Slender stargazer","33","demersal",
"7920100102","OZA","Posidonia angustifolia","374711","exact","Posidonia angustifolia","374711","Plantae","Tracheophyta","","Alismatales","Posidoniaceae","Posidonia","","angustifolia",,"Posidonia angustifolia","","94","other",
"1709201912","NOF","Notothenia angustifrons","313351","exact","Notothenia angustifrons","234636","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Notothenia","","angustifrons",,"Notothenia angustifrons","Narrowhead rockcod","33","demersal",
"1900600301","TPF","Tripodichthys angustifrons","283055","exact","Tripodichthys angustifrons","283055","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Triacanthidae","Tripodichthys","","angustifrons",,"Tripodichthys angustifrons","Black-flag tripodfish","33","demersal",
"1700116703","LTG","Lates angustifrons","1018405","exact","Lates angustifrons","1018405","Animalia","Chordata","Actinopterygii","Perciformes","Latidae","Lates","","angustifrons",,"","Tanganyika lates","13","other",
"1480500414","MRG","Merluccius angustimanus","272451","exact","Merluccius angustimanus","272451","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","","angustimanus",,"Merluccius angustimanus","Panama hake","32","demersal",
"3161200302","UTA","Lutraria angustior","140294","exact","Lutraria angustior","140294","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae","Lutraria","","angustior",,"Lutraria angustior","Narrow otter shell","56","molluscs",
"1706301601","EYN","Eupetrichthys angustipes","280750","exact","Eupetrichthys angustipes","280750","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Eupetrichthys","","angustipes",,"Eupetrichthys angustipes","","33","demersal",
"4060300201","SNP","Mirounga angustirostris","255018","exact","Mirounga angustirostris","255018","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","","angustirostris",,"Mirounga angustirostris","Northern elephant seal","63","incidental by-catch","cetaceans"
"1750300905","SSP","Tetrapturus angustirostris","219734","exact","Tetrapturus angustirostris","219734","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","","angustirostris",,"Tetrapturus angustirostris","Shortbill spearfish","36","large pelagic",
"1781804601","NEG","Neophrynichthys angustus","315005","exact","Neophrynichthys angustus","279357","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Neophrynichthys","","angustus",,"Neophrynichthys angustus","Pale toadfish","34","demersal",
"1412804101","PYG","Pterygoplichthys anisitsi","1018678","exact","Pterygoplichthys anisitsi","1018678","Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae",,"",,,"","Snow pleco","13","other",
"1412501101","HMN","Homodiaetus anisitsi","1014937","exact","Homodiaetus anisitsi","1014937","Animalia","Chordata","Actinopterygii","Siluriformes",,,"",,,"","","13","other",
"2311100305","YBN","Charybdis anisodon","208815","exact","Charybdis (Charybdis) anisodon","208815","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Charybdis","Charybdis","anisodon",,"Charybdis (Charybdis) anisodon","Twospined arm swimming crab","42","crustaceans",
"1231000201","SKN","Stokellia anisodon","282906","exact","Stokellia anisodon","282906","Animalia","Chordata","Actinopterygii","Osmeriformes","Retropinnidae","Stokellia","","anisodon",,"Stokellia anisodon","Stokell's smelt","23","diadromous",
"1412202501","PMN","Phenacorhamdia anisura","1011707","exact","Phenacorhamdia anisura","1011707","Animalia","Chordata","Actinopterygii","Siluriformes","Heptapteridae",,"",,,"","","13","other",
"1732113001","GTC","Gnatholepis anjerensis","219475","exact","Gnatholepis anjerensis","219475","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gnatholepis","","anjerensis",,"Gnatholepis anjerensis","","13","other",
"1400700401","BTA","Balitora annamitica","1011773","exact","Balitora annamitica","1011773","Animalia","Chordata","Actinopterygii","Cypriniformes","Balitoridae",,"",,,"","","11","other",
"2281200101","XPA","Exopalaemon annandalei","587019","exact","Exopalaemon annandalei","587019","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Exopalaemon","","annandalei",,"Exopalaemon annandalei","Cipango prawn","41","crustaceans",
"1100100502","RHD","Rhinobatos annandalei","271594","exact","Rhinobatos annandalei","271594","Animalia","Chordata","Elasmobranchii","Rajiformes","Rhinobatidae","Rhinobatos","","annandalei",,"Rhinobatos annandalei","Annandale's guitarfish","38","elasmobranchs",
"1100400136","JRN","Raja annandalei","298853","exact","Raja annandalei","271587","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","","annandalei",,"Raja annandalei","","38","elasmobranchs",
"1732119301","URD","Pleurosicya annandalei","219543","exact","Pleurosicya annandalei","219543","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Pleurosicya","","annandalei",,"Pleurosicya annandalei","Scalynape goby","33","demersal",
"1705948801","TFN","Tropheus annectens","1018955","exact","Tropheus annectens","1018955","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"",,,"","","12","other",
"1705951901","YCN","Thysochromis annectens","1017471","exact","Thysochromis annectens","1017471","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"",,,"","","12","other",
"1160200202","PPG","Protopterus annectens","1021564","exact","Protopterus annectens","1021564","Animalia","Chordata",,"Lepidosireniformes","Protopteridae","Protopterus","",,,"","West African lungfish","13","other",
"1705913301","RTS","Protomelas annectens","1016808","exact","Protomelas annectens","1016808","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"",,,"","","12","other",
"1570702501","PZA","Priapichthys annectens","1018339","exact","Priapichthys annectens","1018339","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae",,"",,,"","","13","other",
"1412500101","TPE","Acanthopoma annectens","1019536","exact","Acanthopoma annectens","1019536","Animalia","Chordata","Actinopterygii","Siluriformes",,,"",,,"","","13","other",
"1100500303","RDN","Dasyatis annotata","271426","exact","Dasyatis annotata","398329","Animalia","Chordata","Elasmobranchii","Rajiformes","Dasyatidae","Dasyatis","","annotata",,"Dasyatis annotata","Plain maskray","38","elasmobranchs",
"1701021401","PXR","Pomoxis annularis","1022855","exact","Pomoxis annularis","1022855","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Pomoxis","","annularis",,"","White crappie","13","other",
"1706600701","OAN","Pomacanthus annularis","220004","exact","Pomacanthus annularis","220004","Animalia","Chordata","Actinopterygii","Perciformes","Pomacanthidae","Pomacanthus","","annularis",,"Pomacanthus annularis","Bluering angelfish","33","demersal",
"1703903302","ANN","Diplodus annularis","127049","exact","Diplodus annularis","127049","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Diplodus","","annularis",,"Diplodus annularis","Annular seabream","33","demersal",
"1311100803","NNV","Notolepis annulata","234627","exact","Notolepis annulata","234627","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae","Notolepis","","annulata",,"Notolepis annulata","Ringed barracudina","34","demersal",
"3071800103","OVN","Oliva annulata","208385","exact","Oliva annulata","208385","Animalia","Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","","annulata",,"Oliva annulata","Amethyst olive","52","molluscs",
"2311100306","YBU","Charybdis annulata","208826","exact","Charybdis (Charybdis) annulata","208826","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Charybdis","Charybdis","annulata",,"Charybdis (Charybdis) annulata","Banded-legged swimming crab","42","crustaceans",
"6911400101","KZU","Labidiaster annulatus","234924","exact","Labidiaster annulatus","234924","Animalia","Echinodermata","Asteroidea","Forcipulatida","Heliasteridae","Labidiaster","","annulatus",,"Labidiaster annulatus","","76","other",
"1900200601","FDA","Sphoeroides annulatus","275272","exact","Sphoeroides annulatus","275272","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Sphoeroides","","annulatus",,"Sphoeroides annulatus","Bullseye puffer","33","demersal",
"1100100503","RBA","Rhinobatos annulatus","213636","exact","Rhinobatos annulatus","213636","Animalia","Chordata","Elasmobranchii","Rajiformes","Rhinobatidae","Rhinobatos","","annulatus",,"Rhinobatos annulatus","","38","elasmobranchs",
"1706301801","HGN","Hologymnosus annulatus","219003","exact","Hologymnosus annulatus","219003","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Hologymnosus","","annulatus",,"Hologymnosus annulatus","Ring wrasse","33","demersal",
"1950500801","MTA","Malthopsis annulifera","277540","exact","Malthopsis annulifera","277540","Animalia","Chordata","Actinopterygii","Lophiiformes","Ogcocephalidae","Malthopsis","","annulifera",,"Malthopsis annulifera","","34","demersal",
"1771503401","OOO","Omobranchus anolius","278012","exact","Omobranchus anolius","278012","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Omobranchus","","anolius",,"Omobranchus anolius","","33","demersal",
